"description","label"
"Quảng cáo thuốc giảm cân dùng hình ảnh cơ thể lộ da thịt","1"
"Video hướng dẫn học tiếng Anh bằng bài hát","0"
"Cảnh người bị đánh ngã trong clip hành động","1"
"Quảng cáo game có cảnh chém nhau đổ máu","1"
"Người đàn ông đang dạy lập trình web","0"
"Cận cảnh người mẫu mặc áo ngủ ren đỏ","1"
"Video quảng cáo ứng dụng nghe nhạc miễn phí","0"
"Cảnh người bị bóp cổ trong đoạn phim ngắn","1"
"Một cô gái đang dạy trang điểm tự nhiên","0"
"Người mẫu khoe vòng một trong ánh sáng đỏ","1"
"Quảng cáo ứng dụng quản lý chi tiêu cá nhân","0"
"Video có cảnh người bị bắn bằng súng","1"
"Cảnh người mẫu tạo dáng trong bikini sát thân","1"
"Một người đàn ông đang hướng dẫn thiền","0"
"Video sử dụng tiếng hét lớn để gây chú ý","1"
"Người mẫu khoe eo khi quay chậm","1"
"Cô gái đang hướng dẫn cách làm đồ handmade","0"
"Cảnh người bị trói trong phòng tối","1"
"Video quảng cáo công cụ chỉnh sửa ảnh","0"
"Người mẫu khoe hông trong váy mỏng","1"
"Quảng cáo dịch vụ cá độ thể thao","1"
"Người đàn ông đang chia sẻ mẹo làm việc năng suất","0"
"Cảnh máu văng tung tóe trong quảng cáo game","1"
"Cô gái đang học bài tại bàn học","0"
"Người mẫu nằm nghiêng trên giường tạo dáng khêu gợi","1"
"Video giới thiệu ứng dụng đặt đồ ăn","0"
"Cảnh người bị đâm trong phim quảng cáo","1"
"Người mẫu mặc đồ xuyên thấu khoe vai trần","1"
"Cảnh người bị xô ngã xuống cầu thang","1"
"Video dạy học online với bảng điện tử","0"
"Người mẫu nằm sấp khoe lưng trần","1"
"Video quảng cáo game sinh tồn có máu me","1"
"Một người đàn ông đang giảng bài cho sinh viên","0"
"Cảnh người bị đánh gục trên đường","1"
"Quảng cáo sản phẩm chăm sóc da","0"
"Người mẫu khoe ngực trong ánh sáng xanh tím","1"
"Video hướng dẫn sử dụng phần mềm kế toán","0"
"Người mẫu mặc váy ngắn tạo dáng trước gương","1"
"Cảnh người bị bắn gục trong game mô phỏng","1"
"Quảng cáo dịch vụ học tiếng Nhật online","0"
"Người mẫu khoe vòng hông khi ngồi nghiêng","1"
"Video mô phỏng cảnh máu rơi xuống đất","1"
"Một cô gái đang hát trong phòng thu","0"
"Người mẫu mặc áo ren mỏng khoe vai","1"
"Cảnh người bị đánh máu chảy ra mũi","1"
"Video dạy làm đồ trang trí nhà","0"
"Người mẫu khoe vòng eo trong váy ngủ","1"
"Quảng cáo game có hình ảnh xác chết","1"
"Người đàn ông đang giới thiệu ứng dụng làm việc nhóm","0"
"Cảnh người bị bóp cổ trong ánh sáng tối","1"
"Video giới thiệu khóa học thiết kế đồ họa","0"
"Người mẫu mặc đồ bơi hở ngực","1"
"Cảnh máu chảy ra từ miệng nhân vật","1"
"Một cô gái đang pha cà phê","0"
"Người mẫu khoe eo khi nằm trên ghế sofa","1"
"Cảnh người bị đâm xuyên bụng","1"
"Quảng cáo khóa học phát triển bản thân","0"
"Cảnh người bị đánh té ngã","1"
"Video giới thiệu phần mềm diệt virus","0"
"Người mẫu khoe vai trong váy trễ cổ","1"
"Video có tiếng rên gợi dục","1"
"Cô gái đang dạy cách làm bánh pizza","0"
"Người mẫu khoe vòng ba khi uốn người","1"
"Cảnh người bị bóp cổ đến ngất","1"
"Video dạy kỹ năng nói trước công chúng","0"
"Người mẫu mặc bikini trắng chụp cận cảnh","1"
"Video có cảnh người bị tát mạnh","1"
"Người đàn ông đang dạy kỹ năng lập trình Python","0"
"Người mẫu khoe eo trong ánh sáng đỏ","1"
"Video game có cảnh máu me rõ rệt","1"
"Một cô gái đang làm thiệp thủ công","0"
"Cảnh người bị đổ máu sau cú đánh","1"
"Video hướng dẫn đầu tư tài chính","0"
"Người mẫu khoe dáng trong váy xuyên thấu","1"
"Cảnh người bị đâm dao máu chảy ra","1"
"Cô gái đang dạy cách cắm hoa nghệ thuật","0"
"Người mẫu khoe chân dài trong váy ngắn","1"
"Cảnh người bị bóp cổ bằng dây","1"
"Video hướng dẫn quản lý chi tiêu cá nhân","0"
"Cảnh người bị đánh té xuống đất","1"
"Một cô gái đang làm vlog du lịch","0"
"Người mẫu khoe hông khi đứng cạnh cửa sổ","1"
"Cảnh người bị bắn bằng súng trường","1"
"Video giới thiệu ứng dụng chỉnh video","0"
"Cảnh người bị đâm trong game hành động","1"
"Cô gái đang pha trà trong phòng bếp","0"
"Người mẫu khoe vai trần khi nhìn ra cửa sổ","1"
"Cảnh người bị đánh gục trong ánh sáng tối","1"
"Video hướng dẫn cách viết CV chuyên nghiệp","0"
"Cảnh người bị bóp cổ trong phim","1"
"Cô gái đang chơi đàn piano","0"
"Người mẫu khoe chân trong ánh sáng vàng","1"
"Cảnh người bị ngã xe máy máu chảy","1"
"Video quảng cáo phần mềm học tiếng Anh","0"
"Người mẫu khoe eo trong váy ngủ ren","1"
"Cảnh người bị đổ máu trong clip ngắn","1"
"Cô gái đang dạy nấu ăn lành mạnh","0"
"Người mẫu khoe vai trong ánh sáng mờ đỏ","1"
"Cảnh người bị tát và ngã","1"
"Video giới thiệu ứng dụng nghe nhạc","0"
"Người mẫu khoe dáng trong váy ren mỏng","1"
"Cảnh người bị đánh gãy tay","1"
"Cô gái đang nói chuyện trước ống kính","0"
"Người mẫu khoe vòng hông trong váy trắng","1"
"Cảnh người bị kéo tóc và ngã","1"
"Video hướng dẫn làm vườn tại nhà","0"
"Cảnh người bị đâm máu chảy","1"
"Người đàn ông đang chia sẻ kỹ năng quản lý dự án","0"
"Người mẫu khoe vai trần khi nằm nghiêng","1"
"Cảnh người bị xô xuống cầu thang","1"
"Cô gái đang học online với giáo viên","0"
"Cảnh người bị đánh bằng gậy","1"
"Video hướng dẫn cách tạo website","0"
"Người mẫu khoe eo khi ngồi trên ghế","1"
"Cảnh người bị chém trong game","1"
"Cô gái đang xem phim cùng bạn","0"
"Người mẫu khoe ngực trong váy trắng","1"
"Cảnh người bị tát trong quảng cáo phim","1"
"Người đàn ông đang sửa laptop","0"
"Người mẫu khoe vòng eo dưới ánh đèn đỏ","1"
"Cảnh người bị ngã trong trận đánh","1"
"Video hướng dẫn viết code HTML","0"
"Người mẫu khoe hông trong váy ngắn ren","1"
"Cảnh người bị bắn ngã xuống đất","1"
"Một cô gái đang dạy hát","0"
"Người mẫu khoe dáng trong ánh sáng xanh","1"
"Cảnh người bị đổ máu trong phim","1"
"Video giới thiệu ứng dụng học trực tuyến","0"
"Cảnh người bị tát mạnh","1"
"Cô gái đang hướng dẫn nấu chè","0"
"Người mẫu khoe chân dài khi ngồi ghế","1"
"Cảnh người bị bóp cổ trong ánh sáng xanh","1"
"Video quảng cáo khóa học lập trình","0"
"Người mẫu khoe vòng hông trong váy đen","1"
"Cảnh người bị đâm chảy máu tay","1"
"Một cô gái đang trang điểm","0"
"Người mẫu khoe eo khi quay người chậm","1"
"Video hướng dẫn học tiếng Nhật","0"
"Người mẫu khoe dáng trong váy ngủ mỏng","1"
"Cảnh người bị tát trong game","1"
"Cô gái đang gói quà","0"
"cảnh quay người mẫu đang giới thiệu nước hoa trong phòng sáng","0"
"video quảng cáo game chiến thuật có cảnh nhân vật chiến đấu","1"
"quảng cáo điện thoại hiển thị tính năng chụp đêm rõ nét","0"
"cảnh quay cận mặt người đang trang điểm theo xu hướng mới","0"
"video quảng cáo thuốc giảm cân nói có thể giảm 10kg trong 1 tuần","1"
"quảng cáo ứng dụng học tiếng Anh có cảnh lớp học sinh động","0"
"clip người nổi tiếng cầm sản phẩm sữa chua cười tươi trên nền nhạc pop","0"
"cảnh quay sản phẩm dưỡng da được đặt cạnh hoa hồng","0"
"video quảng bá thuốc trị nám tự pha chế tại nhà","1"
"quảng cáo app chỉnh ảnh khoe “nhìn xuyên quần áo”","1"
"cảnh quay bàn tay đang mở hộp điện thoại mới","0"
"video quảng cáo game bắn súng có cảnh nổ tung","1"
"cảnh quay người mẫu thử son môi đỏ trên nền ánh sáng mạnh","0"
"quảng cáo sản phẩm “tăng cường sinh lý nam” có hình ảnh nhạy cảm","1"
"video giới thiệu nhà hàng cao cấp với đầu bếp đang nấu món Âu","0"
"cảnh quay người cười nói trước biển quảng cáo du lịch","0"
"video khuyến khích thử thách ăn ớt siêu cay để nhận thưởng","1"
"quảng cáo dịch vụ cờ bạc online núp bóng trò chơi mini","1"
"cảnh quay bàn tay gõ trên laptop thể hiện làm việc hiệu quả","0"
"clip hướng dẫn mẹo làm đẹp bằng nguyên liệu tự nhiên","0"
"quảng cáo game có cảnh quái vật bị chém rơi đầu","1"
"video mô phỏng cảnh người bị tai nạn xe để bán bảo hiểm","1"
"cảnh quay người mẫu đi dạo với trang phục thời trang thu đông","0"
"quảng cáo sản phẩm nước hoa có cảnh lãng mạn tại bờ biển","0"
"video khuyến mãi thuốc đông y “chữa khỏi 100% bệnh dạ dày”","1"
"clip mô tả hình ảnh rùng rợn để quảng cáo phim kinh dị","1"
"quảng cáo app “tăng view TikTok miễn phí” cho người dùng mới","1"
"cảnh quay nhân viên tư vấn cười nói với khách hàng trong văn phòng","0"
"video quảng bá trung tâm tiếng Nhật có học viên tham gia lớp","0"
"clip người đàn ông hô hào đầu tư forex với lợi nhuận khủng","1"
"quảng cáo ứng dụng “tải phim miễn phí” không bản quyền","1"
"cảnh quay người mẫu cười nhẹ khi thử giày mới","0"
"video hiển thị cảnh thành phố về đêm để quảng bá du lịch","0"
"clip mô phỏng hành động nhảy từ tòa nhà cao xuống nước","1"
"video quảng bá game sinh tồn có cảnh người bị thương","1"
"cảnh quay trẻ em chơi đồ chơi an toàn trong phòng sáng","0"
"quảng cáo app chỉnh sửa ảnh khuôn mặt theo phong cách Hàn Quốc","0"
"video người nổi tiếng nói “chỉ cần uống là da trắng sau 3 ngày”","1"
"quảng cáo app dự đoán số đề hàng ngày","1"
"clip hướng dẫn học Excel với giao diện minh họa","0"
"cảnh quay người đang làm bánh trong bếp để quảng cáo dụng cụ nấu ăn","0"
"video game có cảnh máu bắn ra khi chiến đấu","1"
"quảng cáo thuốc “chữa được ung thư” không kiểm chứng","1"
"cảnh quay người đi dạo trong công viên quảng cáo tai nghe","0"
"clip giới thiệu app ngân hàng số có giao diện hiện đại","0"
"video mô phỏng cảnh tai nạn giao thông để gây chú ý","1"
"quảng cáo app soi cầu tài xỉu trực tuyến","1"
"cảnh quay cô gái mở hộp quà sinh nhật dễ thương","0"
"video giới thiệu sản phẩm kem dưỡng ban đêm với nền nhạc nhẹ","0"
"clip mô tả người đàn ông khóc lóc cầu xin người yêu trong quảng cáo","1"
"quảng cáo thực phẩm chức năng “trị yếu sinh lý tức thì”","1"
"video giới thiệu công cụ học online hỗ trợ chia sẻ tài liệu","0"
"quảng cáo laptop có cảnh render đồ họa tốc độ cao","0"
"clip người cười to trong khung cảnh đông người ở hội chợ","0"
"video quảng bá thuốc ngủ không rõ nguồn gốc","1"
"clip giới thiệu game có yếu tố bạo lực mạnh","1"
"cảnh quay bàn tay bấm nút trên máy pha cà phê","0"
"video giới thiệu app theo dõi sức khỏe cá nhân","0"
"quảng cáo app kiếm tiền bằng cách xem video","1"
"video nói “đầu tư 1 triệu nhận lại 10 triệu trong 3 ngày”","1"
"cảnh quay sản phẩm dầu gội trên nền cỏ xanh","0"
"video mô tả cảnh người nhảy khỏi cầu mô phỏng trò chơi","1"
"quảng cáo game có tiếng la hét và âm thanh rợn người","1"
"cảnh quay cận mặt người đang cười nhẹ nhìn vào camera","0"
"clip giới thiệu nhà hàng chay có món ăn trình bày đẹp mắt","0"
"video quảng bá app “soi camera người khác” giả mạo","1"
"clip dàn dựng cảnh bị bắt để thu hút view","1"
"cảnh quay người mẫu đeo trang sức trên sân khấu","0"
"video giới thiệu ứng dụng học trực tuyến với giáo viên thật","0"
"quảng cáo thuốc “trị hói đầu 100% hiệu quả” sai sự thật","1"
"video cắt ghép cảnh bạo lực để quảng cáo phim","1"
"cảnh quay tòa nhà sang trọng với logo ngân hàng","0"
"clip người mẫu thử đồ công sở mới","0"
"video quảng bá kênh xem phim không bản quyền","1"
"quảng cáo app soi cầu xổ số có giọng nói mời gọi","1"
"cảnh quay người đang pha cà phê buổi sáng","0"
"clip hướng dẫn sử dụng phần mềm quản lý dự án","0"
"video mô tả cảnh người bị rơi từ xe mô tô để câu view","1"
"quảng cáo thuốc “giảm mỡ không cần tập luyện”","1"
"cảnh quay thành phố buổi chiều trong video quảng bá du lịch","0"
"video giới thiệu app ngân hàng giúp quản lý chi tiêu","0"
"clip quảng bá sản phẩm trắng da cấp tốc","1"
"video hiển thị cảnh người bị xỉu để minh họa tác dụng thuốc","1"
"cảnh quay bàn tay mở hộp bánh quy","0"
"quảng cáo app học nấu ăn với hướng dẫn từng bước","0"
"clip người nói “đầu tư ngay để thành triệu phú”","1"
